Name,Year,Genre,Run_time,Rating,Meta_score,Director_cast,Votes,Vote_gross
Bacheha-Ye aseman,(1997),"
Drama, Family, Sport            ",89 min,"

8.3
",77        ,"
    Director:
Majid Majidi
| 
    Stars:
Mohammad Amir Naji, 
Amir Farrokh Hashemian, 
Bahare Seddiqi, 
Nafise Jafar-Mohammadi
","66,782","
Votes:
66,782
| Gross:
$0.93M
"
Toy Story,(1995),"
Animation, Adventure, Comedy            ",81 min,"

8.3
",95        ,"
    Director:
John Lasseter
| 
    Stars:
Tom Hanks, 
Tim Allen, 
Don Rickles, 
Jim Varney
","899,658","
Votes:
899,658
| Gross:
$191.80M
"
Braveheart,(1995),"
Biography, Drama, History            ",178 min,"

8.3
",68        ,"
    Director:
Mel Gibson
| 
    Stars:
Mel Gibson, 
Sophie Marceau, 
Patrick McGoohan, 
Angus Macfadyen
","968,975","
Votes:
968,975
| Gross:
$75.60M
"
Reservoir Dogs,(1992),"
Crime, Drama, Thriller            ",99 min,"

8.3
",79        ,"
    Director:
Quentin Tarantino
| 
    Stars:
Harvey Keitel, 
Tim Roth, 
Michael Madsen, 
Chris Penn
","930,834","
Votes:
930,834
| Gross:
$2.83M
"
Full Metal Jacket,(1987),"
Drama, War            ",116 min,"

8.3
",76        ,"
    Director:
Stanley Kubrick
| 
    Stars:
Matthew Modine, 
R. Lee Ermey, 
Vincent D'Onofrio, 
Adam Baldwin
","683,180","
Votes:
683,180
| Gross:
$46.36M
"
Idi i smotri,(1985),"
Drama, Thriller, War            ",142 min,"

8.3
",,"
    Director:
Elem Klimov
| 
    Stars:
Aleksey Kravchenko, 
Olga Mironova, 
Liubomiras Laucevicius, 
Vladas Bagdonas
","61,606","
Votes:
61,606
"
Aliens,(1986),"
Action, Adventure, Sci-Fi            ",137 min,"

8.3
",84        ,"
    Director:
James Cameron
| 
    Stars:
Sigourney Weaver, 
Michael Biehn, 
Carrie Henn, 
Paul Reiser
","659,860","
Votes:
659,860
| Gross:
$85.16M
"
Amadeus,(1984),"
Biography, Drama, History            ",160 min,"

8.3
",88        ,"
    Director:
Milos Forman
| 
    Stars:
F. Murray Abraham, 
Tom Hulce, 
Elizabeth Berridge, 
Roy Dotrice
","373,240","
Votes:
373,240
| Gross:
$51.97M
"
Scarface,(1983),"
Crime, Drama            ",170 min,"

8.3
",65        ,"
    Director:
Brian De Palma
| 
    Stars:
Al Pacino, 
Michelle Pfeiffer, 
Steven Bauer, 
Mary Elizabeth Mastrantonio
","753,104","
Votes:
753,104
| Gross:
$45.60M
"
Star Wars: Episode VI - Return of the Jedi,(1983),"
Action, Adventure, Fantasy            ",131 min,"

8.3
",,"
    Director:
Richard Marquand
| 
    Stars:
Mark Hamill, 
Harrison Ford, 
Carrie Fisher, 
Billy Dee Williams
","961,607","
Votes:
961,607
| Gross:
$309.13M
"
Das Boot,(1981),"
Adventure, Drama, Thriller            ",149 min,"

8.3
",86        ,"
    Director:
Wolfgang Petersen
| 
    Stars:
Jürgen Prochnow, 
Herbert Grönemeyer, 
Klaus Wennemann, 
Hubertus Bengsch
","234,564","
Votes:
234,564
| Gross:
$11.49M
"
The Sting,(1973),"
Comedy, Crime, Drama            ",129 min,"

8.3
",83        ,"
    Director:
George Roy Hill
| 
    Stars:
Paul Newman, 
Robert Redford, 
Robert Shaw, 
Charles Durning
","244,218","
Votes:
244,218
| Gross:
$159.60M
"
A Clockwork Orange,(1971),"
Crime, Drama, Sci-Fi            ",136 min,"

8.3
",77        ,"
    Director:
Stanley Kubrick
| 
    Stars:
Malcolm McDowell, 
Patrick Magee, 
Michael Bates, 
Warren Clarke
","766,491","
Votes:
766,491
| Gross:
$6.21M
"
Anand,(1971),"
Drama, Musical            ",122 min,"

8.3
",,"
    Director:
Hrishikesh Mukherjee
| 
    Stars:
Rajesh Khanna, 
Amitabh Bachchan, 
Sumita Sanyal, 
Ramesh Deo
","31,160","
Votes:
31,160
"
2001: A Space Odyssey,(1968),"
Adventure, Sci-Fi            ",149 min,"

8.3
",84        ,"
    Director:
Stanley Kubrick
| 
    Stars:
Keir Dullea, 
Gary Lockwood, 
William Sylvester, 
Daniel Richter
","611,364","
Votes:
611,364
| Gross:
$56.95M
"
Lawrence of Arabia,(1962),"
Adventure, Biography, Drama            ",228 min,"

8.3
",100        ,"
    Director:
David Lean
| 
    Stars:
Peter O'Toole, 
Alec Guinness, 
Anthony Quinn, 
Jack Hawkins
","271,388","
Votes:
271,388
| Gross:
$44.82M
"
The Apartment,(1960),"
Comedy, Drama, Romance            ",125 min,"

8.3
",94        ,"
    Director:
Billy Wilder
| 
    Stars:
Jack Lemmon, 
Shirley MacLaine, 
Fred MacMurray, 
Ray Walston
","166,773","
Votes:
166,773
| Gross:
$18.60M
"
North by Northwest,(1959),"
Adventure, Mystery, Thriller            ",136 min,"

8.3
",98        ,"
    Director:
Alfred Hitchcock
| 
    Stars:
Cary Grant, 
Eva Marie Saint, 
James Mason, 
Jessie Royce Landis
","302,621","
Votes:
302,621
| Gross:
$13.28M
"
Vertigo,(1958),"
Mystery, Romance, Thriller            ",128 min,"

8.3
",100        ,"
    Director:
Alfred Hitchcock
| 
    Stars:
James Stewart, 
Kim Novak, 
Barbara Bel Geddes, 
Tom Helmore
","369,404","
Votes:
369,404
| Gross:
$3.20M
"
Singin' in the Rain,(1952),"
Comedy, Musical, Romance            ",103 min,"

8.3
",99        ,"
    Directors:
Stanley Donen, 
Gene Kelly
| 
    Stars:
Gene Kelly, 
Donald O'Connor, 
Debbie Reynolds, 
Jean Hagen
","221,961","
Votes:
221,961
| Gross:
$8.82M
"
Ikiru,(1952),"
Drama            ",143 min,"

8.3
",,"
    Director:
Akira Kurosawa
| 
    Stars:
Takashi Shimura, 
Nobuo Kaneko, 
Shin'ichi Himori, 
Haruo Tanaka
","69,981","
Votes:
69,981
| Gross:
$0.06M
"
Ladri di biciclette,(1948),"
Drama            ",89 min,"

8.3
",,"
    Director:
Vittorio De Sica
| 
    Stars:
Lamberto Maggiorani, 
Enzo Staiola, 
Lianella Carell, 
Elena Altieri
","149,019","
Votes:
149,019
| Gross:
$0.33M
"
Double Indemnity,(1944),"
Crime, Drama, Film-Noir            ",107 min,"

8.3
",95        ,"
    Director:
Billy Wilder
| 
    Stars:
Fred MacMurray, 
Barbara Stanwyck, 
Edward G. Robinson, 
Byron Barr
","145,495","
Votes:
145,495
| Gross:
$5.72M
"
Citizen Kane,(1941),"
Drama, Mystery            ",119 min,"

8.3
",100        ,"
    Director:
Orson Welles
| 
    Stars:
Orson Welles, 
Joseph Cotten, 
Dorothy Comingore, 
Agnes Moorehead
","409,781","
Votes:
409,781
| Gross:
$1.59M
"
M - Eine Stadt sucht einen Mörder,(1931),"
Crime, Mystery, Thriller            ",117 min,"

8.3
",,"
    Director:
Fritz Lang
| 
    Stars:
Peter Lorre, 
Ellen Widmann, 
Inge Landgut, 
Otto Wernicke
","145,557","
Votes:
145,557
| Gross:
$0.03M
"
Metropolis,(1927),"
Drama, Sci-Fi            ",153 min,"

8.3
",98        ,"
    Director:
Fritz Lang
| 
    Stars:
Brigitte Helm, 
Alfred Abel, 
Gustav Fröhlich, 
Rudolf Klein-Rogge
","162,045","
Votes:
162,045
| Gross:
$1.24M
"
The Kid,(1921),"
Comedy, Drama, Family            ",68 min,"

8.3
",,"
    Director:
Charles Chaplin
| 
    Stars:
Charles Chaplin, 
Edna Purviance, 
Jackie Coogan, 
Carl Miller
","115,516","
Votes:
115,516
| Gross:
$5.45M
"
Chhichhore,(2019),"
Comedy, Drama            ",143 min,"

8.2
",,"
    Director:
Nitesh Tiwari
| 
    Stars:
Sushant Singh Rajput, 
Shraddha Kapoor, 
Varun Sharma, 
Prateik
","35,256","
Votes:
35,256
| Gross:
$0.90M
"
Uri: The Surgical Strike,(2018),"
Action, Drama, War            ",138 min,"

8.2
",,"
    Director:
Aditya Dhar
| 
    Stars:
Vicky Kaushal, 
Paresh Rawal, 
Mohit Raina, 
Yami Gautam
","44,302","
Votes:
44,302
| Gross:
$4.19M
"
Andhadhun,(2018),"
Crime, Drama, Music            ",139 min,"

8.2
",,"
    Director:
Sriram Raghavan
| 
    Stars:
Ayushmann Khurrana, 
Tabu, 
Radhika Apte, 
Anil Dhawan
","74,693","
Votes:
74,693
| Gross:
$1.37M
"
K.G.F: Chapter 1,(2018),"
Action, Drama            ",156 min,"

8.2
",,"
    Director:
Prashanth Neel
| 
    Stars:
Yash, 
Srinidhi Shetty, 
Ramachandra Raju, 
Archana Jois
","38,533","
Votes:
38,533
"
Green Book,(2018),"
Biography, Comedy, Drama            ",130 min,"

8.2
",69        ,"
    Director:
Peter Farrelly
| 
    Stars:
Viggo Mortensen, 
Mahershala Ali, 
Linda Cardellini, 
Sebastian Maniscalco
","397,016","
Votes:
397,016
| Gross:
$85.08M
"
Talvar,(2015),"
Crime, Drama, Mystery            ",132 min,"

8.2
",,"
    Director:
Meghna Gulzar
| 
    Stars:
Irrfan Khan, 
Konkona Sen Sharma, 
Neeraj Kabi, 
Sohum Shah
","31,606","
Votes:
31,606
| Gross:
$0.34M
"
Baahubali 2: The Conclusion,(2017),"
Action, Drama            ",167 min,"

8.2
",,"
    Director:
S.S. Rajamouli
| 
    Stars:
Prabhas, 
Rana Daggubati, 
Anushka Shetty, 
Tamannaah Bhatia
","76,548","
Votes:
76,548
| Gross:
$20.19M
"
Klaus,(2019),"
Animation, Adventure, Comedy            ",96 min,"

8.2
",65        ,"
    Directors:
Sergio Pablos, 
Carlos Martínez López
| 
    Stars:
Jason Schwartzman, 
J.K. Simmons, 
Rashida Jones, 
Will Sasso
","110,478","
Votes:
110,478
"
Drishyam,(2015),"
Crime, Drama, Mystery            ",163 min,"

8.2
",,"
    Director:
Nishikant Kamat
| 
    Stars:
Ajay Devgn, 
Shriya Saran, 
Tabu, 
Rajat Kapoor
","72,556","
Votes:
72,556
| Gross:
$0.74M
"
Queen,(2013),"
Adventure, Comedy, Drama            ",146 min,"

8.2
",,"
    Director:
Vikas Bahl
| 
    Stars:
Kangana Ranaut, 
Rajkummar Rao, 
Lisa Haydon, 
Jeffrey Ho
","61,207","
Votes:
61,207
| Gross:
$1.43M
"
Mandariinid,(2013),"
Drama, War            ",87 min,"

8.2
",73        ,"
    Director:
Zaza Urushadze
| 
    Stars:
Lembit Ulfsak, 
Elmo Nüganen, 
Giorgi Nakashidze, 
Misha Meskhi
","41,960","
Votes:
41,960
| Gross:
$0.14M
"
Bhaag Milkha Bhaag,(2013),"
Biography, Drama, Sport            ",186 min,"

8.2
",,"
    Director:
Rakeysh Omprakash Mehra
| 
    Stars:
Farhan Akhtar, 
Sonam Kapoor, 
Pawan Malhotra, 
Art Malik
","61,696","
Votes:
61,696
| Gross:
$1.63M
"
Gangs of Wasseypur,(2012),"
Action, Comedy, Crime            ",321 min,"

8.2
",89        ,"
    Director:
Anurag Kashyap
| 
    Stars:
Manoj Bajpayee, 
Richa Chadha, 
Nawazuddin Siddiqui, 
Tigmanshu Dhulia
","83,866","
Votes:
83,866
"
Udaan,(2010),"
Drama            ",134 min,"

8.2
",,"
    Director:
Vikramaditya Motwane
| 
    Stars:
Rajat Barmecha, 
Ronit Roy, 
Manjot Singh, 
Ram Kapoor
","42,695","
Votes:
42,695
| Gross:
$0.01M
"
Paan Singh Tomar,(2012),"
Action, Biography, Crime            ",135 min,"

8.2
",,"
    Director:
Tigmanshu Dhulia
| 
    Stars:
Irrfan Khan, 
Mahie Gill, 
Rajesh Abhay, 
Hemendra Dandotiya
","33,576","
Votes:
33,576
| Gross:
$0.04M
"
Zindagi Na Milegi Dobara,(2011),"
Comedy, Drama            ",155 min,"

8.2
",,"
    Director:
Zoya Akhtar
| 
    Stars:
Hrithik Roshan, 
Farhan Akhtar, 
Abhay Deol, 
Katrina Kaif
","68,888","
Votes:
68,888
| Gross:
$3.11M
"
El secreto de sus ojos,(2009),"
Drama, Mystery, Romance            ",129 min,"

8.2
",80        ,"
    Director:
Juan José Campanella
| 
    Stars:
Ricardo Darín, 
Soledad Villamil, 
Pablo Rago, 
Carla Quevedo
","195,935","
Votes:
195,935
| Gross:
$6.39M
"
Warrior,(2011),"
Action, Drama, Sport            ",140 min,"

8.2
",71        ,"
    Director:
Gavin O'Connor
| 
    Stars:
Tom Hardy, 
Nick Nolte, 
Joel Edgerton, 
Jennifer Morrison
","440,611","
Votes:
440,611
| Gross:
$13.66M
"
Shutter Island,(2010),"
Mystery, Thriller            ",138 min,"

8.2
",63        ,"
    Director:
Martin Scorsese
| 
    Stars:
Leonardo DiCaprio, 
Emily Mortimer, 
Mark Ruffalo, 
Ben Kingsley
","1,151,166","
Votes:
1,151,166
| Gross:
$128.01M
"
Up,(2009),"
Animation, Adventure, Comedy            ",96 min,"

8.2
",88        ,"
    Directors:
Pete Docter, 
Bob Peterson
| 
    Stars:
Edward Asner, 
Jordan Nagai, 
John Ratzenberger, 
Christopher Plummer
","948,199","
Votes:
948,199
| Gross:
$293.00M
"
Miracle in Cell No. 7,(2019),"
Drama            ",132 min,"

8.2
",,"
    Director:
Mehmet Ada Öztekin
| 
    Stars:
Aras Bulut Iynemli, 
Nisa Sofiya Aksongur, 
Deniz Baysal, 
Celile Toyon Uysal
","37,859","
Votes:
37,859
"
The Wolf of Wall Street,(2013),"
Biography, Crime, Drama            ",180 min,"

8.2
",75        ,"
    Director:
Martin Scorsese
| 
    Stars:
Leonardo DiCaprio, 
Jonah Hill, 
Margot Robbie, 
Matthew McConaughey
","1,213,630","
Votes:
1,213,630
| Gross:
$116.90M
"
Chak De! India,(2007),"
Drama, Family, Sport            ",153 min,"

8.2
",68        ,"
    Director:
Shimit Amin
| 
    Stars:
Shah Rukh Khan, 
Vidya Malvade, 
Sagarika Ghatge, 
Shilpa Shukla
","74,831","
Votes:
74,831
| Gross:
$1.11M
"
There Will Be Blood,(2007),"
Drama            ",158 min,"

8.2
",93        ,"
    Director:
Paul Thomas Anderson
| 
    Stars:
Daniel Day-Lewis, 
Paul Dano, 
Ciarán Hinds, 
Martin Stringer
","525,948","
Votes:
525,948
| Gross:
$40.22M
"
Pan's Labyrinth,(2006),"
Drama, Fantasy, War            ",118 min,"

8.2
",98        ,"
    Director:
Guillermo del Toro
| 
    Stars:
Ivana Baquero, 
Ariadna Gil, 
Sergi López, 
Maribel Verdú
","625,032","
Votes:
625,032
| Gross:
$37.63M
"
Toy Story 3,(2010),"
Animation, Adventure, Comedy            ",103 min,"

8.2
",92        ,"
    Director:
Lee Unkrich
| 
    Stars:
Tom Hanks, 
Tim Allen, 
Joan Cusack, 
Ned Beatty
","766,130","
Votes:
766,130
| Gross:
$415.00M
"
V for Vendetta,(2005),"
Action, Drama, Sci-Fi            ",132 min,"

8.2
",62        ,"
    Director:
James McTeigue
| 
    Stars:
Hugo Weaving, 
Natalie Portman, 
Rupert Graves, 
Stephen Rea
","1,043,821","
Votes:
1,043,821
| Gross:
$70.51M
"
Rang De Basanti,(2006),"
Comedy, Crime, Drama            ",167 min,"

8.2
",,"
    Director:
Rakeysh Omprakash Mehra
| 
    Stars:
Aamir Khan, 
Soha Ali Khan, 
Siddharth, 
Sharman Joshi
","113,257","
Votes:
113,257
| Gross:
$2.20M
"
Black,(2005),"
Drama            ",122 min,"

8.2
",,"
    Director:
Sanjay Leela Bhansali
| 
    Stars:
Amitabh Bachchan, 
Rani Mukerji, 
Shernaz Patel, 
Ayesha Kapoor
","33,560","
Votes:
33,560
| Gross:
$0.73M
"
Batman Begins,(2005),"
Action, Adventure            ",140 min,"

8.2
",70        ,"
    Director:
Christopher Nolan
| 
    Stars:
Christian Bale, 
Michael Caine, 
Ken Watanabe, 
Liam Neeson
","1,325,535","
Votes:
1,325,535
| Gross:
$206.85M
"
"Swades: We, the People",(2004),"
Drama            ",210 min,"

8.2
",,"
    Director:
Ashutosh Gowariker
| 
    Stars:
Shah Rukh Khan, 
Gayatri Joshi, 
Kishori Ballal, 
Smit Sheth
","83,837","
Votes:
83,837
| Gross:
$1.22M
"
Der Untergang,(2004),"
Biography, Drama, History            ",156 min,"

8.2
",82        ,"
    Director:
Oliver Hirschbiegel
| 
    Stars:
Bruno Ganz, 
Alexandra Maria Lara, 
Ulrich Matthes, 
Juliane Köhler
","334,782","
Votes:
334,782
| Gross:
$5.51M
"
Hauru no ugoku shiro,(2004),"
Animation, Adventure, Family            ",119 min,"

8.2
",80        ,"
    Director:
Hayao Miyazaki
| 
    Stars:
Chieko Baishô, 
Takuya Kimura, 
Tatsuya Gashûin, 
Akihiro Miwa
","341,942","
Votes:
341,942
| Gross:
$4.71M
"
A Beautiful Mind,(2001),"
Biography, Drama            ",135 min,"

8.2
",72        ,"
    Director:
Ron Howard
| 
    Stars:
Russell Crowe, 
Ed Harris, 
Jennifer Connelly, 
Christopher Plummer
","860,189","
Votes:
860,189
| Gross:
$170.74M
"
Hera Pheri,(2000),"
Action, Comedy, Crime            ",156 min,"

8.2
",,"
    Director:
Priyadarshan
| 
    Stars:
Akshay Kumar, 
Sunil Shetty, 
Paresh Rawal, 
Tabu
","57,925","
Votes:
57,925
"
"Lock, Stock and Two Smoking Barrels",(1998),"
Action, Comedy, Crime            ",107 min,"

8.2
",66        ,"
    Director:
Guy Ritchie
| 
    Stars:
Jason Flemyng, 
Dexter Fletcher, 
Nick Moran, 
Jason Statham
","541,608","
Votes:
541,608
| Gross:
$3.90M
"
L.A. Confidential,(1997),"
Crime, Drama, Mystery            ",138 min,"

8.2
",90        ,"
    Director:
Curtis Hanson
| 
    Stars:
Kevin Spacey, 
Russell Crowe, 
Guy Pearce, 
Kim Basinger
","538,021","
Votes:
538,021
| Gross:
$64.62M
"
Eskiya,(1996),"
Crime, Drama, Thriller            ",128 min,"

8.2
",,"
    Director:
Yavuz Turgul
| 
    Stars:
Sener Sen, 
Ugur Yücel, 
Sermin Hürmeriç, 
Yesim Salkim
","65,165","
Votes:
65,165
"
Heat,(1995),"
Crime, Drama, Thriller            ",170 min,"

8.2
",76        ,"
    Director:
Michael Mann
| 
    Stars:
Al Pacino, 
Robert De Niro, 
Val Kilmer, 
Jon Voight
","586,350","
Votes:
586,350
| Gross:
$67.44M
"
Casino,(1995),"
Crime, Drama            ",178 min,"

8.2
",73        ,"
    Director:
Martin Scorsese
| 
    Stars:
Robert De Niro, 
Sharon Stone, 
Joe Pesci, 
James Woods
","473,378","
Votes:
473,378
| Gross:
$42.44M
"
Andaz Apna Apna,(1994),"
Action, Comedy, Romance            ",160 min,"

8.2
",,"
    Director:
Rajkumar Santoshi
| 
    Stars:
Aamir Khan, 
Salman Khan, 
Raveena Tandon, 
Karisma Kapoor
","49,686","
Votes:
49,686
"
Unforgiven,(1992),"
Drama, Western            ",130 min,"

8.2
",85        ,"
    Director:
Clint Eastwood
| 
    Stars:
Clint Eastwood, 
Gene Hackman, 
Morgan Freeman, 
Richard Harris
","380,588","
Votes:
380,588
| Gross:
$101.16M
"
Indiana Jones and the Last Crusade,(1989),"
Action, Adventure            ",127 min,"

8.2
",65        ,"
    Director:
Steven Spielberg
| 
    Stars:
Harrison Ford, 
Sean Connery, 
Alison Doody, 
Denholm Elliott
","699,161","
Votes:
699,161
| Gross:
$197.17M
"
Dom za vesanje,(1988),"
Comedy, Crime, Drama            ",142 min,"

8.2
",,"
    Director:
Emir Kusturica
| 
    Stars:
Davor Dujmovic, 
Bora Todorovic, 
Ljubica Adzovic, 
Husnija Hasimovic
","27,749","
Votes:
27,749
| Gross:
$0.28M
"
Tonari no Totoro,(1988),"
Animation, Family, Fantasy            ",86 min,"

8.2
",86        ,"
    Director:
Hayao Miyazaki
| 
    Stars:
Hitoshi Takagi, 
Noriko Hidaka, 
Chika Sakamoto, 
Shigesato Itoi
","297,787","
Votes:
297,787
| Gross:
$1.11M
"
Die Hard,(1988),"
Action, Thriller            ",132 min,"

8.2
",72        ,"
    Director:
John McTiernan
| 
    Stars:
Bruce Willis, 
Alan Rickman, 
Bonnie Bedelia, 
Reginald VelJohnson
","801,182","
Votes:
801,182
| Gross:
$83.01M
"
Ran,(1985),"
Action, Drama, War            ",162 min,"

8.2
",96        ,"
    Director:
Akira Kurosawa
| 
    Stars:
Tatsuya Nakadai, 
Akira Terao, 
Jinpachi Nezu, 
Daisuke Ryû
","114,562","
Votes:
114,562
| Gross:
$4.14M
"
Raging Bull,(1980),"
Biography, Drama, Sport            ",129 min,"

8.2
",89        ,"
    Director:
Martin Scorsese
| 
    Stars:
Robert De Niro, 
Cathy Moriarty, 
Joe Pesci, 
Frank Vincent
","325,819","
Votes:
325,819
| Gross:
$23.38M
"
Stalker,(1979),"
Drama, Sci-Fi            ",162 min,"

8.2
",,"
    Director:
Andrei Tarkovsky
| 
    Stars:
Alisa Freyndlikh, 
Aleksandr Kaydanovskiy, 
Anatoliy Solonitsyn, 
Nikolay Grinko
","119,437","
Votes:
119,437
| Gross:
$0.23M
"
Höstsonaten,(1978),"
Drama, Music            ",99 min,"

8.2
",,"
    Director:
Ingmar Bergman
| 
    Stars:
Ingrid Bergman, 
Liv Ullmann, 
Lena Nyman, 
Halvar Björk
","28,262","
Votes:
28,262
"
Taxi Driver,(1976),"
Crime, Drama            ",114 min,"

8.2
",94        ,"
    Director:
Martin Scorsese
| 
    Stars:
Robert De Niro, 
Jodie Foster, 
Cybill Shepherd, 
Albert Brooks
","736,567","
Votes:
736,567
| Gross:
$28.26M
"
The Message,(1976),"
Biography, Drama, History            ",177 min,"

8.2
",,"
    Director:
Moustapha Akkad
| 
    Stars:
Anthony Quinn, 
Irene Papas, 
Michael Ansara, 
Johnny Sekka
","44,375","
Votes:
44,375
"
Sholay,(1975),"
Action, Adventure, Comedy            ",204 min,"

8.2
",,"
    Director:
Ramesh Sippy
| 
    Stars:
Sanjeev Kumar, 
Dharmendra, 
Amitabh Bachchan, 
Amjad Khan
","51,762","
Votes:
51,762
"
Monty Python and the Holy Grail,(1975),"
Adventure, Comedy, Fantasy            ",91 min,"

8.2
",91        ,"
    Directors:
Terry Gilliam, 
Terry Jones
| 
    Stars:
Graham Chapman, 
John Cleese, 
Eric Idle, 
Terry Gilliam
","505,568","
Votes:
505,568
| Gross:
$1.23M
"
Per qualche dollaro in più,(1965),"
Western            ",132 min,"

8.2
",74        ,"
    Director:
Sergio Leone
| 
    Stars:
Clint Eastwood, 
Lee Van Cleef, 
Gian Maria Volontè, 
Mara Krupp
","235,782","
Votes:
235,782
| Gross:
$15.00M
"
The Great Escape,(1963),"
Adventure, Drama, History            ",172 min,"

8.2
",86        ,"
    Director:
John Sturges
| 
    Stars:
Steve McQueen, 
James Garner, 
Richard Attenborough, 
Charles Bronson
","227,349","
Votes:
227,349
| Gross:
$12.10M
"
To Kill a Mockingbird,(1962),"
Crime, Drama            ",129 min,"

8.2
",88        ,"
    Director:
Robert Mulligan
| 
    Stars:
Gregory Peck, 
John Megna, 
Frank Overton, 
Rosemary Murphy
","296,506","
Votes:
296,506
"
Yojinbo,(1961),"
Action, Drama, Thriller            ",110 min,"

8.2
",,"
    Director:
Akira Kurosawa
| 
    Stars:
Toshirô Mifune, 
Eijirô Tôno, 
Tatsuya Nakadai, 
Yôko Tsukasa
","113,012","
Votes:
113,012
"
Judgment at Nuremberg,(1961),"
Drama, War            ",179 min,"

8.2
",,"
    Director:
Stanley Kramer
| 
    Stars:
Spencer Tracy, 
Burt Lancaster, 
Richard Widmark, 
Marlene Dietrich
","70,635","
Votes:
70,635
"
Some Like It Hot,(1959),"
Comedy, Music, Romance            ",121 min,"

8.2
",98        ,"
    Director:
Billy Wilder
| 
    Stars:
Marilyn Monroe, 
Tony Curtis, 
Jack Lemmon, 
George Raft
","246,918","
Votes:
246,918
| Gross:
$25.00M
"
Smultronstället,(1957),"
Drama, Romance            ",91 min,"

8.2
",88        ,"
    Director:
Ingmar Bergman
| 
    Stars:
Victor Sjöström, 
Bibi Andersson, 
Ingrid Thulin, 
Gunnar Björnstrand
","98,150","
Votes:
98,150
"
